ride_id,driver_name,pickup_lat,pickup_lon,drop_lat,drop_lon,geohash,departure_hour,available_seats,fare_per_seat
R011021,Lavanya,22.513578,88.364416,22.515474,88.281348,tunb4f,16,1,77
R011022,Elijah,22.649481,88.410398,22.638913,88.423416,tunbgg,21,0,104
R011023,Qarin,22.514569,88.403329,22.569145,88.314874,tunb5d,22,2,112
R011024,Veda,22.655797,88.426797,22.569524,88.439707,tunbuh,22,2,108
R011025,Ishaan,22.680289,88.377801,22.548083,88.402418,tunc50,15,0,111
R011026,Ganga,22.548096,88.376309,22.558597,88.345919,tunb70,10,0,42
R011027,Kevin,22.635309,88.440003,22.653606,88.411799,tunbu8,15,3,121
R011028,Bhanumati,22.593713,88.381109,22.575436,88.469184,tunbe1,18,0,97
R011029,Ethan,22.517358,88.375013,22.621391,88.369498,tunb55,10,1,131
R011030,Luke,22.631719,88.373895,22.576287,88.459161,tunbdz,6,0,120
R011031,Nihal,22.548991,88.386647,22.61281,88.360633,tunb72,9,0,117
R011032,Tripti,22.523892,88.359557,22.55817,88.462478,tunb4s,12,4,96
R011033,Siddharth,22.576919,88.28672,22.626322,88.33851,tunb3n,11,0,80
R011034,Pushti,22.612317,88.389536,22.547122,88.353984,tunbek,20,2,60
R011035,Chakradhar,22.630478,88.453212,22.588694,88.333398,tunbsz,15,0,75
R011036,Garima,22.63814,88.421319,22.603902,88.468903,tunbu1,19,3,54
R011037,Yashvi,22.432356,88.406382,22.658862,88.35236,tgyzee,15,3,90
R011038,Meghana,22.5762,88.31768,22.510629,88.327547,tunb3t,9,3,114
R011039,Sai,22.605724,88.4434,22.459616,88.342589,tunbse,17,4,91
R011040,Jackson,22.554913,88.397849,22.503437,88.379481,tunb79,22,0,46
R011041,Jagrati,22.565925,88.314925,22.495265,88.271361,tunb3s,21,2,133
R011042,Irya,22.566053,88.445052,22.675592,88.382459,tunbks,20,4,119
R011043,Ira,22.601282,88.450483,22.541685,88.330674,tunbsd,20,3,104
R011044,Anay,22.620025,88.48529,22.571038,88.444827,tunbtt,14,2,126
R011045,Tarak,22.456051,88.399919,22.597566,88.418107,tgyzex,9,4,101
R011046,Raagini,22.459236,88.346856,22.502326,88.340561,tgyzf2,19,4,100
R011047,Amrita,22.627671,88.372967,22.542021,88.361839,tunbdz,15,0,143
R011048,Max,22.569794,88.293468,22.703359,88.372946,tunb3h,19,0,83
R011049,Hardik,22.62047,88.387865,22.619432,88.401878,tunbem,13,0,149
R011050,Jhalak,22.678367,88.400391,22.610224,88.469083,tunc58,22,1,67
R011051,Brinda,22.580911,88.414467,22.523891,88.262927,tunb7y,11,1,79
R011052,Tamanna,22.657483,88.337324,22.624255,88.412504,tunbfh,22,3,122
R011053,Arjun,22.585482,88.393335,22.457214,88.436273,tunb7r,6,0,129
R011054,Ojas,22.447159,88.388467,22.580901,88.399749,tgyzeq,18,0,123
R011055,Ucchal,22.616539,88.433343,22.594738,88.421909,tunbsm,6,3,142
R011056,Raagini,22.624458,88.441257,22.592589,88.382216,tunbsw,10,2,71
R011057,Nathan,22.583348,88.313457,22.538807,88.358957,tunb3x,9,4,113
R011058,Lavanya,22.643406,88.380398,22.536868,88.283302,tunbg4,21,1,67
R011059,Jonathan,22.462939,88.361145,22.511266,88.263796,tgyzf9,17,0,46
R011060,Libni,22.590649,88.365692,22.521272,88.365578,tunbdb,7,2,54
R011061,Udant,22.535376,88.279937,22.493131,88.303967,tunb0y,13,1,146
R011062,Dalaja,22.635916,88.41018,22.595271,88.421055,tunbgb,7,4,126
R011063,Gautami,22.65945,88.345535,22.605783,88.477868,tunbfm,6,4,104
R011064,Oliver,22.674764,88.351416,22.613908,88.447312,tunbfr,16,2,45
R011065,Triveni,22.579629,88.392562,22.543027,88.262552,tunb7q,12,2,95
R011066,Charan,22.518218,88.411125,22.47181,88.350362,tunb5g,16,0,79
R011067,Vaishnavi,22.589808,88.453674,22.532717,88.310173,tunbsb,7,4,42
R011068,Gautam,22.655722,88.357591,22.645069,88.453547,tunbfs,16,0,59
R011069,Harsh,22.638643,88.41424,22.664569,88.420443,tunbgc,7,0,79
R011070,Nitara,22.483501,88.431766,22.459514,88.352397,tgyzuk,19,4,75
R011071,Rajeshri,22.488721,88.422757,22.637163,88.435358,tgyzuj,11,4,116
R011072,Arya,22.599823,88.391943,22.685445,88.338044,tunbe6,18,0,86
R011073,Veda,22.548688,88.38495,22.590539,88.376738,tunb70,18,4,72
R011074,Janaki,22.70505,88.368103,22.563041,88.482264,tunc4v,14,2,147
R011075,Jhalak,22.597049,88.354998,22.445269,88.421008,tunbd9,20,1,83
R011076,Upadhriti,22.578536,88.435887,22.562008,88.288303,tunbkq,7,1,139
R011077,Ishani,22.501664,88.346053,22.602089,88.425443,tunb42,20,4,73
R011078,Luke,22.588119,88.436986,22.592523,88.429967,tunbs2,21,4,126
R011079,Anya,22.673822,88.350392,22.620574,88.378567,tunbfr,9,3,69
R011080,Keya,22.547778,88.441493,22.546185,88.309128,tunbk8,20,1,150
R011081,Faras,22.480455,88.442712,22.531025,88.397693,tgyzus,20,3,125
R011082,Meera,22.52794,88.375816,22.569552,88.385207,tunb5j,6,2,131
R011083,Kiaan,22.510882,88.384098,22.667429,88.336553,tunb51,6,1,143
R011084,Ekanta,22.445622,88.425763,22.669444,88.407994,tgyzsn,11,4,114
R011085,Janaki,22.488546,88.284609,22.606706,88.359157,tgyzbv,13,1,96
R011086,Daniel,22.678083,88.383856,22.492479,88.377182,tunc50,15,1,42
R011087,Osha,22.585284,88.38789,22.588043,88.371681,tunb7r,17,1,139
R011088,Avni,22.554561,88.469194,22.579926,88.47274,tunbm1,21,2,48
R011089,Udant,22.562194,88.422853,22.503807,88.355014,tunbk5,10,3,145
R011090,Guneet,22.497664,88.42756,22.511588,88.412109,tgyzup,19,1,129
R011091,Aishani,22.580831,88.33589,22.612186,88.485435,tunb6n,13,2,84
R011092,Vihaan,22.609092,88.351768,22.692522,88.400732,tunbd7,19,3,49
R011093,Dalaja,22.568332,88.406178,22.555594,88.454768,tunb7s,11,4,129
R011094,Vyanjana,22.473153,88.354573,22.554431,88.332604,tgyzfe,8,2,62
R011095,Qushi,22.626829,88.381449,22.621684,88.365489,tunbep,10,1,131
R011096,Amara,22.59976,88.370628,22.495025,88.283123,tunbdf,14,0,140
R011097,Janya,22.601745,88.381671,22.618493,88.449705,tunbe4,21,2,149
R011098,Ranveer,22.526813,88.378199,22.435979,88.408422,tunb5h,7,1,68
R011099,Bhavika,22.537585,88.336358,22.627032,88.44738,tunb4n,7,0,96
R011100,Dominic,22.656822,88.398666,22.639388,88.332821,tunbgs,8,1,95
R011101,Adya,22.496263,88.428578,22.541439,88.349906,tgyzup,13,0,42
R011102,Panini,22.558504,88.300725,22.608906,88.371235,tunb36,15,1,67
R011103,Zayan,22.459585,88.385558,22.58553,88.417341,tgyzg2,16,3,135
R011104,Anjali,22.502125,88.380825,22.690006,88.341999,tunb50,12,1,149
R011105,Januja,22.601684,88.362614,22.47689,88.405116,tunbdd,21,2,49
R011106,Siya,22.586528,88.322509,22.513561,88.388519,tunb3z,19,2,101
R011107,Pallavi,22.556311,88.354984,22.577759,88.474609,tunb6d,13,2,95
R011108,Nachiket,22.543943,88.452929,22.519525,88.260745,tunbhz,18,3,44
R011109,Quincy,22.611854,88.332587,22.570809,88.364165,tunbdh,15,3,49
R011110,Ojasvi,22.43856,88.415179,22.593775,88.435736,tgyzeu,7,1,60
R011111,Ekalinga,22.6899,88.380995,22.636098,88.456659,tunc54,20,3,59
R011112,Bhavani,22.514011,88.283984,22.67268,88.428119,tunb0f,17,1,117
R011113,Omisha,22.554498,88.362672,22.599344,88.402238,tunb69,20,1,118
R011114,Udant,22.564827,88.324761,22.444829,88.421541,tunb3g,9,3,126
R011115,Mohammed,22.457351,88.345459,22.510513,88.327315,tgyzf2,22,1,127
R011116,Utkarsh,22.558718,88.272216,22.538093,88.322594,tunb2d,19,3,141
R011117,Devika,22.566047,88.370721,22.427403,88.417294,tunb6u,12,1,59
R011118,Sanaya,22.548583,88.466087,22.602828,88.362848,tunbm0,18,3,58
R011119,Turvi,22.545072,88.441713,22.570174,88.271717,tunbk8,8,4,42
R011120,Harinakshi,22.633642,88.417646,22.604005,88.409992,tunbgb,12,2,134
R011121,Daksha,22.478215,88.39466,22.588441,88.441417,tgyzgk,6,3,104
R011122,Alexander,22.626598,88.422663,22.650962,88.409295,tunbsp,8,1,70
R011123,Urmi,22.588138,88.406427,22.613859,88.394043,tunbe8,9,2,137
R011124,Yatan,22.510217,88.379813,22.517242,88.265994,tunb51,10,3,80
R011125,Wakeeta,22.58664,88.397741,22.643174,88.383417,tunb7x,7,3,81
R011126,Dhriti,22.606633,88.388968,22.609637,88.439159,tunbe7,12,4,138
R011127,Xavier,22.582858,88.460327,22.477055,88.383194,tunbkz,17,3,149
R011128,Ladli,22.589061,88.320855,22.617822,88.351443,tunb9b,17,3,143
R011129,Anthony,22.703501,88.358316,22.584479,88.358786,tunc4t,21,4,121
R011130,Aarna,22.609932,88.384689,22.456622,88.392294,tunbeh,8,0,50
R011131,Ikshita,22.521249,88.332897,22.619083,88.417052,tunb45,17,1,111
R011132,Imaran,22.48531,88.365024,22.60455,88.379657,tgyzfv,11,3,58
R011133,Radha,22.561823,88.309638,22.589342,88.493783,tunb3e,12,0,110
R011134,Chanchal,22.624404,88.470623,22.582361,88.40477,tunbtn,22,3,116
R011135,Vyanjana,22.584559,88.43263,22.502616,88.40162,tunbkr,10,4,128
R011136,Deepa,22.459573,88.355709,22.650165,88.370953,tgyzf8,8,2,64
R011137,Henry,22.438981,88.423619,22.581775,88.329025,tgyzsh,12,2,53
R011138,Gagan,22.524778,88.319044,22.608463,88.490664,tunb1s,18,2,145
R011139,Anthony,22.612182,88.373895,22.501355,88.32708,tunbdu,14,4,53
R011140,Isaiah,22.446591,88.397782,22.578795,88.280876,tgyzew,13,4,134
R011141,Bahadurjit,22.598741,88.481065,22.588959,88.353505,tunbt3,20,4,61
R011142,Aradhana,22.510797,88.292417,22.642339,88.38302,tunb11,22,2,103
R011143,Vedant,22.4742,88.389479,22.589608,88.465905,tgyzg7,14,2,68
R011144,Anthony,22.580999,88.410901,22.583088,88.335263,tunb7y,15,1,44
R011145,Pushti,22.625958,88.385387,22.469306,88.362474,tunbeq,12,2,92
R011146,Ekantika,22.573961,88.372268,22.45874,88.413195,tunb6v,7,4,130
R011147,Yashodhara,22.687493,88.419092,22.511861,88.415516,tunch4,9,2,86
R011148,Kritika,22.589099,88.434314,22.485114,88.306423,tunbs2,19,0,104
R011149,Saanvi,22.561479,88.316964,22.621869,88.415406,tunb3e,7,4,44
R011150,Ekalinga,22.482626,88.377714,22.694045,88.351768,tgyzgh,17,4,137
R011151,Tanveer,22.56025,88.280194,22.625816,88.355716,tunb2f,19,4,98
R011152,Kiaan,22.441978,88.420625,22.581323,88.461481,tgyzsj,6,1,41
R011153,Netra,22.623979,88.49003,22.507142,88.310372,tunbtw,22,0,63
R011154,Aarush,22.573203,88.381792,22.603053,88.332728,tunb7j,15,2,61
R011155,Aarnav,22.628476,88.351704,22.631529,88.471443,tunbdr,22,1,71
R011156,Priya,22.611268,88.461131,22.593112,88.433145,tunbsu,9,1,81
R011157,Shravya,22.582177,88.341156,22.609274,88.388432,tunb6q,11,1,128
R011158,David,22.542289,88.401006,22.585529,88.312966,tunb5x,17,2,96
R011159,Pratyush,22.599946,88.403307,22.509807,88.321834,tunbed,7,3,94
R011160,Arya,22.485465,88.368614,22.577745,88.428469,tgyzfv,12,0,97
R011161,Barkha,22.545207,88.299014,22.528748,88.272259,tunb32,16,0,133
R011162,Zaitra,22.484714,88.319991,22.62713,88.44463,tgyzcv,14,2,118
R011163,Gabriel,22.696865,88.372193,22.495303,88.352064,tunc4g,9,4,141
R011164,Pallavi,22.504505,88.293931,22.671846,88.39828,tunb10,11,3,131
R011165,Faqid,22.554708,88.317563,22.486957,88.367534,tunb39,9,2,86
R011166,Chavvi,22.423108,88.379653,22.464368,88.355355,tgyze4,14,2,42
R011167,Wridesh,22.687967,88.344931,22.579853,88.418259,tunc46,19,1,80
R011168,Urvashi,22.675788,88.383203,22.605289,88.471208,tunc50,18,1,47
R011169,Anirudh,22.590425,88.408715,22.563919,88.436379,tunbeb,6,1,45
R011170,Ishani,22.679346,88.380656,22.683479,88.332532,tunc50,6,1,84
R011171,Bahadurjit,22.577458,88.376945,22.57891,88.411532,tunb7n,7,3,48
R011172,Samar,22.583941,88.404411,22.591995,88.332275,tunb7x,14,0,131
R011173,Dhruv,22.640692,88.461897,22.49961,88.418568,tunbuc,13,3,123
R011174,Libni,22.446145,88.434198,22.635155,88.408734,tgyzsq,7,2,99
R011175,Advay,22.583127,88.48271,22.542856,88.359993,tunbmr,10,2,88
R011176,Netra,22.550141,88.404111,22.620961,88.494792,tunb79,8,1,95
R011177,Yashodhara,22.587454,88.425724,22.562976,88.458478,tunbkp,15,4,100
R011178,Utkarsh,22.571966,88.468319,22.565251,88.358965,tunbmj,13,0,130
R011179,Harish,22.593925,88.460259,22.609081,88.408263,tunbsc,9,1,93
R011180,Azad,22.587101,88.455051,22.537563,88.383464,tunbkz,18,4,93
R011181,Bhavya,22.547144,88.405098,22.569916,88.361321,tunb78,16,4,86
R011182,Tejas,22.556991,88.353084,22.596114,88.417624,tunb6d,19,4,111
R011183,Michael,22.632559,88.445893,22.579774,88.428353,tunbu8,9,1,125
R011184,Aarini,22.633459,88.385168,22.654022,88.400985,tunbg2,17,2,60
R011185,Mitesh,22.435782,88.395665,22.603203,88.425047,tgyzek,19,1,135
R011186,Aadi,22.578051,88.323301,22.606473,88.381043,tunb3y,15,2,93
R011187,Amara,22.650627,88.401273,22.579286,88.402152,tunbge,15,0,98
R011188,Yahvi,22.563441,88.422914,22.453482,88.414406,tunbk5,19,4,133
R011189,Harinakshi,22.609777,88.392954,22.627303,88.475884,tunbe7,21,3,56
R011190,Neel,22.5632,88.413031,22.548883,88.459959,tunb7g,11,0,129
R011191,Manbir,22.499901,88.311818,22.499076,88.306311,tgyzcx,13,0,46
R011192,Mahika,22.57973,88.409221,22.536325,88.263769,tunb7y,11,1,136
R011193,Ishanvi,22.616303,88.372387,22.588586,88.407759,tunbdv,7,4,119
R011194,Qasim,22.45215,88.371001,22.548451,88.322569,tgyzdz,22,4,118
R011195,Janaki,22.690811,88.368268,22.648221,88.431269,tunc4f,14,1,49
R011196,Siya,22.59353,88.362836,22.522322,88.258957,tunbd9,11,1,149
R011197,Tanay,22.450208,88.348685,22.438613,88.383009,tgyzdq,11,2,99
R011198,Reva,22.552414,88.386463,22.49377,88.329529,tunb73,22,2,113
R011199,Arunima,22.580846,88.477037,22.539399,88.31404,tunbmq,13,2,124
R011200,Baghyawati,22.544919,88.277314,22.58711,88.455107,tunb2b,13,0,55
R011201,Yochana,22.537761,88.280063,22.592559,88.402163,tunb0y,14,4,53
R011202,Aarna,22.446995,88.36151,22.585776,88.403098,tgyzdw,21,0,118
R011203,Inaya,22.55985,88.350484,22.575927,88.464551,tunb66,16,4,80
R011204,Manthan,22.565708,88.466654,22.61214,88.436467,tunbm5,10,1,88
R011205,Bhavini,22.492975,88.303383,22.529014,88.263541,tgyzcq,21,1,56
R011206,Alexander,22.508509,88.399632,22.618043,88.374495,tunb59,14,2,136
R011207,Unni,22.51087,88.415851,22.576773,88.35429,tunb5c,20,2,140
R011208,Mitali,22.636354,88.460506,22.704091,88.36625,tunbub,7,1,107
R011209,Krishna,22.569055,88.446049,22.440586,88.351257,tunbks,6,4,146
R011210,Quincy,22.457843,88.385329,22.580401,88.455885,tgyzg2,9,0,130
R011211,Arin,22.604859,88.441839,22.493023,88.315655,tunbse,8,4,71
R011212,Vidhi,22.58707,88.432194,22.641524,88.428863,tunbkr,9,0,74
R011213,Varsha,22.59292,88.424121,22.584459,88.407322,tunbs0,11,0,82
R011214,Ekalinga,22.678556,88.36439,22.606432,88.47875,tunc4b,6,3,123
R011215,Atharv,22.580524,88.426333,22.462228,88.392587,tunbkn,12,2,130
R011216,Guneet,22.560182,88.352696,22.567566,88.464458,tunb6d,6,3,75
R011217,Leela,22.514241,88.323876,22.6291,88.381253,tunb1f,20,1,74
R011218,Kai,22.464398,88.411823,22.584962,88.430935,tgyzgc,9,1,140
R011219,Ishanvi,22.593771,88.403919,22.589656,88.40597,tunbe9,12,2,68
R011220,Inaya,22.512424,88.332326,22.527786,88.31576,tunb44,15,0,52
R011221,Karan,22.481292,88.441126,22.543842,88.446044,tgyzus,7,4,62
R011222,Eta,22.640921,88.434003,22.523223,88.321785,tunbu3,8,0,84
R011223,Nidhi,22.51831,88.392481,22.550875,88.36435,tunb57,20,4,40
R011224,Victor,22.607699,88.355015,22.623565,88.363258,tunbde,22,4,150
R011225,Harinakshi,22.65843,88.350488,22.573796,88.325617,tunbfk,12,1,136
R011226,Kamala,22.461901,88.348398,22.643762,88.343484,tgyzf3,9,1,75
R011227,Krishna,22.591722,88.338435,22.570676,88.307594,tunbd0,18,0,48
R011228,Ubika,22.562116,88.342886,22.54494,88.260598,tunb67,21,4,51
R011229,Sai,22.66912,88.418354,22.611192,88.371974,tunbun,15,3,121
R011230,Bhavna,22.591566,88.328438,22.646126,88.448179,tunb9b,12,0,136
R011231,Leena,22.645701,88.390062,22.621325,88.395331,tunbg6,16,1,94
R011232,Libni,22.646116,88.417735,22.626817,88.434393,tunbgf,22,0,98
R011233,Gabriel,22.601347,88.445285,22.493154,88.375251,tunbsd,7,3,100
R011234,Qasim,22.438692,88.423304,22.554519,88.322971,tgyzsh,9,2,84
R011235,Yashodhara,22.49782,88.380808,22.579835,88.485402,tgyzgp,22,0,104
R011236,Anjali,22.650831,88.402438,22.482481,88.360311,tunbge,13,0,58
R011237,Praneel,22.677075,88.345244,22.53592,88.259962,tunc42,9,4,66
R011238,Alka,22.606838,88.36003,22.572936,88.429065,tunbde,11,1,79
R011239,Hredhaan,22.418938,88.387965,22.600004,88.481005,tgyze3,9,2,106
R011240,Hiral,22.487671,88.327285,22.526918,88.354982,tgyzcv,7,0,141
R011241,Amruta,22.61545,88.447123,22.615138,88.369592,tunbst,22,0,110
R011242,Chandran,22.563166,88.289031,22.582478,88.368526,tunb35,21,4,49
R011243,Raghav,22.57193,88.490753,22.703482,88.381102,tunbmt,6,1,83
R011244,Maya,22.592183,88.438685,22.53053,88.289472,tunbs2,12,4,119
R011245,Aarna,22.702333,88.384463,22.493249,88.308031,tunc5h,10,4,139
R011246,Ekbal,22.483233,88.384135,22.605351,88.355563,tgyzgh,22,0,97
R011247,Samaksh,22.62502,88.440983,22.4614,88.354147,tunbsw,21,1,60
R011248,Ikbal,22.489151,88.405448,22.514455,88.274457,tgyzgw,15,3,109
R011249,Aarush,22.573402,88.32659,22.613426,88.425758,tunb3v,10,1,50
R011250,Harita,22.645904,88.4442,22.465976,88.436948,tunbud,8,4,62
R011251,Aahana,22.56794,88.32491,22.518817,88.342622,tunb3u,13,4,59
R011252,Ladli,22.623231,88.421685,22.585486,88.313526,tunbsn,7,1,133
R011253,Warinder,22.526751,88.298569,22.64714,88.411935,tunb1k,9,4,133
R011254,Triveni,22.54079,88.298306,22.601674,88.502694,tunb1r,12,1,75
R011255,Chasmum,22.504012,88.336355,22.430672,88.41992,tunb40,9,0,75
R011256,Mugdha,22.610193,88.396679,22.423105,88.396406,tunbes,9,4,89
R011257,Priya,22.553021,88.318703,22.470737,88.403414,tunb39,7,2,78
R011258,Vasatika,22.487254,88.389174,22.628655,88.422369,tgyzgm,14,1,131
R011259,Sai,22.448054,88.429812,22.631262,88.413199,tgyzsq,18,0,100
R011260,Benjamin,22.556648,88.452514,22.698219,88.373322,tunbkf,20,4,118
R011261,Lopa,22.675182,88.371404,22.561168,88.377514,tunbfz,18,0,49
R011262,Yashica,22.567437,88.369085,22.601207,88.389721,tunb6u,15,0,44
R011263,Ayushman,22.568575,88.422596,22.560915,88.384006,tunbkh,7,1,142
R011264,Krisha,22.646201,88.380911,22.63029,88.45709,tunbg4,13,2,135
R011265,Samuel,22.689708,88.35038,22.585367,88.461289,tunc46,20,0,61
R011266,Charvi,22.527307,88.311561,22.57217,88.395202,tunb1s,7,3,87
R011267,Praneel,22.600586,88.36033,22.616165,88.404909,tunbdd,12,1,134
R011268,Dominic,22.617755,88.46689,22.545947,88.343637,tunbtj,9,1,42
R011269,Ekanta,22.658575,88.419531,22.61839,88.35202,tunbuh,21,2,131
R011270,Naksh,22.455143,88.412386,22.449418,88.373184,tgyzez,20,3,136
R011271,Anjali,22.48674,88.300107,22.460132,88.430607,tgyzcm,10,4,87
R011272,Kalpit,22.652916,88.414285,22.62737,88.422698,tunbgg,8,4,102
R011273,Tanish,22.528356,88.351432,22.602633,88.341507,tunb4m,15,1,54
R011274,Aarav,22.531298,88.285366,22.588224,88.389726,tunb0v,17,0,111
R011275,Caleb,22.677916,88.332662,22.578223,88.418559,tunc40,12,0,51
R011276,Nitara,22.439566,88.359737,22.569718,88.292813,tgyzds,15,2,85
R011277,Bhavna,22.542939,88.315649,22.551182,88.35109,tunb1x,6,4,71
R011278,Samuel,22.636181,88.401183,22.438961,88.350549,tunbg8,19,4,41
R011279,Rayaan,22.639868,88.442346,22.57889,88.302203,tunbu9,17,0,135
R011280,Chasmum,22.598457,88.460749,22.518725,88.320507,tunbsc,12,4,86
R011281,Arjun,22.60991,88.368228,22.503731,88.333789,tunbdu,15,2,137
R011282,Nidra,22.64115,88.417899,22.426993,88.37243,tunbgc,7,0,74
R011283,Dhruv,22.544228,88.344277,22.60115,88.343072,tunb62,18,3,85
R011284,Balendra,22.566434,88.396426,22.622662,88.449695,tunb7s,13,3,91
R011285,Oeshi,22.522068,88.386382,22.586799,88.433793,tunb5k,22,3,115
R011286,Udarsh,22.58769,88.428644,22.5809,88.416479,tunbkp,13,2,92
R011287,Timothy,22.475265,88.351688,22.578716,88.328456,tgyzf7,8,4,123
R011288,Abha,22.587881,88.404747,22.645324,88.429789,tunb7x,12,4,55
R011289,Charan,22.652567,88.344484,22.501237,88.3932,tunbf7,6,3,142
R011290,Meera,22.469389,88.445897,22.454444,88.354374,tgyzud,10,1,96
R011291,Kamya,22.516254,88.385195,22.598237,88.4651,tunb56,16,4,66
R011292,Ishani,22.451967,88.37597,22.485573,88.344147,tgyzep,7,3,77
R011293,Diya,22.640516,88.415879,22.576949,88.340231,tunbgc,17,4,97
R011294,Yoshita,22.533996,88.399284,22.530808,88.293851,tunb5w,17,4,44
R011295,Mugdha,22.562659,88.325782,22.589714,88.43024,tunb3g,11,2,87
R011296,Qushi,22.611074,88.414019,22.60583,88.404062,tunbeu,14,1,117
R011297,Samesh,22.682285,88.393027,22.524435,88.305944,tunc53,21,4,54
R011298,Yuvraj,22.63824,88.330945,22.579195,88.322155,tunbf1,20,1,89
R011299,Charan,22.552233,88.329548,22.608188,88.434845,tunb3c,14,3,118
R011300,William,22.486266,88.402959,22.507495,88.295163,tgyzgt,10,1,48
R011301,Harish,22.629497,88.427629,22.511601,88.386945,tunbsp,7,1,56
R011302,Gaurangi,22.440148,88.393576,22.550825,88.355811,tgyzem,18,4,94
R011303,Vedhika,22.591252,88.442634,22.630405,88.451118,tunbs8,8,2,143
R011304,Champak,22.482245,88.367182,22.564961,88.396869,tgyzfu,17,2,129
R011305,Varsha,22.688165,88.391889,22.575561,88.404175,tunc56,13,4,113
R011306,Diya,22.659408,88.343093,22.605667,88.393684,tunbfm,7,1,129
R011307,Daksh,22.61011,88.383398,22.602387,88.327087,tunbeh,16,4,150
R011308,Netra,22.562808,88.33348,22.628639,88.409431,tunb65,21,3,118
R011309,Bahadurjit,22.683835,88.395811,22.463705,88.376655,tunc53,12,1,57
R011310,Damini,22.509725,88.269699,22.553329,88.324746,tunb09,13,1,45
R011311,Gunbir,22.621253,88.451823,22.584407,88.372485,tunbsy,19,0,135
R011312,Bimala,22.64228,88.345929,22.551357,88.338063,tunbf3,22,2,110
R011313,Jairaj,22.425529,88.386858,22.645952,88.41999,tgyze6,15,4,64
R011314,Vritti,22.544018,88.322673,22.637613,88.364207,tunb3b,10,4,101
R011315,Ayushman,22.498577,88.323962,22.615925,88.486765,tgyzcz,19,1,113
R011316,Girish,22.475407,88.393359,22.522138,88.409077,tgyzg7,22,4,119
R011317,Umang,22.640183,88.466196,22.581008,88.283065,tunbv1,19,1,60
R011318,Rehaan,22.568531,88.323928,22.681914,88.41414,tunb3u,12,3,131
R011319,Dalbir,22.495571,88.358249,22.567937,88.402406,tgyzfx,21,2,65
R011320,Jacob,22.590157,88.42902,22.568048,88.336472,tunbs2,18,1,88
R011321,Zaitra,22.658293,88.422401,22.438473,88.362986,tunbuh,21,3,128
R011322,Manya,22.588556,88.463072,22.629168,88.414459,tunbt0,6,1,80
R011323,Odika,22.462811,88.412414,22.659004,88.377848,tgyzgc,9,0,99
R011324,Logan,22.606862,88.437267,22.552231,88.469858,tunbs7,11,2,51
R011325,Janya,22.632768,88.389138,22.616016,88.397926,tunbg2,7,0,95
R011326,Geetika,22.554636,88.356721,22.424728,88.395533,tunb69,9,4,119
R011327,Pahal,22.440358,88.410731,22.497711,88.350867,tgyzev,15,3,51
R011328,Rudra,22.622186,88.393544,22.571411,88.470621,tunbeq,21,4,141
R011329,Anika,22.528188,88.35584,22.525579,88.301658,tunb4t,11,2,63
R011330,Saksham,22.503074,88.362865,22.550451,88.462523,tunb48,12,4,90
R011331,Neha,22.529616,88.317334,22.608452,88.487788,tunb1t,12,4,134
R011332,Bahadurjit,22.631959,88.414776,22.693248,88.348282,tunbgb,18,0,52
R011333,Vasana,22.648948,88.45246,22.540875,88.399406,tunbug,8,1,81
R011334,Om,22.589847,88.404725,22.504227,88.307328,tunbe8,22,3,49
R011335,Utkarsh,22.656976,88.440581,22.667808,88.41496,tunbus,22,2,65
R011336,Timothy,22.682946,88.389001,22.645618,88.402606,tunc53,14,4,44
R011337,Reva,22.623725,88.414566,22.650785,88.429632,tunbey,14,4,95
R011338,Oliver,22.63741,88.399298,22.590309,88.471884,tunbg9,19,0,87
R011339,Yashasvi,22.638124,88.477262,22.461698,88.362087,tunbv3,16,4,107
R011340,Vidhi,22.460993,88.438197,22.617365,88.385176,tgyzu2,22,4,97
R011341,Orinder,22.599416,88.439309,22.647858,88.455636,tunbs6,13,2,54
R011342,Victor,22.686393,88.392626,22.568775,88.289052,tunc53,10,4,145
R011343,Gautami,22.540875,88.257335,22.674469,88.419008,tunb0r,22,0,70
R011344,Andrew,22.480002,88.381624,22.463506,88.414016,tgyzgh,20,2,50
R011345,Rajata,22.463706,88.423056,22.629427,88.379289,tgyzu1,18,0,149
R011346,Pratyush,22.544857,88.257414,22.687593,88.392238,tunb22,17,1,110
R011347,Gavin,22.644343,88.428478,22.605563,88.444872,tunbu4,7,2,138
R011348,Zayan,22.578598,88.348689,22.5004,88.356318,tunb6q,9,4,73
R011349,Oliver,22.603275,88.373957,22.619842,88.384988,tunbdf,21,0,70
R011350,Sanaya,22.583394,88.312457,22.531957,88.308493,tunb3x,7,4,106
R011351,Umang,22.611289,88.388858,22.612917,88.339098,tunbek,20,1,112
R011352,Wriddhish,22.629734,88.461125,22.676419,88.37048,tunbsz,22,4,55
R011353,Peter,22.542861,88.379189,22.588051,88.40723,tunb5p,21,0,83
R011354,Chasmum,22.617596,88.473966,22.596688,88.354966,tunbtm,8,2,128
R011355,Vidhi,22.589333,88.362375,22.682778,88.35936,tunbd8,9,3,150
R011356,Maya,22.455801,88.403321,22.49518,88.435691,tgyzex,12,4,63
R011357,Jatin,22.665842,88.337955,22.445657,88.386346,tunbfn,9,4,99
R011358,Charvi,22.595115,88.349599,22.645675,88.404339,tunbd3,10,1,143
R011359,Yachana,22.611868,88.385585,22.514383,88.39252,tunbek,14,1,132
